id;verified;followers_count;friends_count;description;profile_image_url;account_type
113248312;False;3198;1375;1;1;human
762841146;False;63;89;1;1;human
315623483;False;130;124;1;1;human
2728659003;False;64;404;0;1;bot
20711495;True;2530;1028;1;1;human
80480330;True;921902;192;1;1;human
1885079629;False;722;438;1;1;human
99092563;True;1570295;243;1;1;human
6031442;False;15;0;1;1;bot
1711016023;True;3107;935;1;1;human
1976043619;False;1669;686;1;1;human
412354660;False;3;0;0;1;bot
38537315;False;961;830;1;1;bot
216533096;True;731943;1543;1;1;human
849266279848562689;False;1;0;1;1;bot
103024765;False;52336;1188;1;1;human
2530740348;False;3;0;0;1;bot
736750345095942144;False;184;1424;1;1;human
786988812312449024;False;19;0;1;1;bot
837344043021570049;False;3327;4999;1;1;bot
710892812192124929;False;25279;25679;0;1;human
784471315898109953;False;72;314;1;1;bot
806067753505460225;False;225;880;1;1;human
822532286138748930;False;82;207;1;1;human
107481236;False;3699;1981;1;1;human
732736395891118083;False;141;2;1;1;bot
106170524;True;1317958;354;1;1;human
771923395961360389;False;11;31;1;1;bot
90704023;False;289;1560;1;1;human
28838048;True;1273320;670;1;1;human
38799543;False;856548;1537;1;1;human
67635391;True;462919;1355;1;1;human
14944471;False;1563;1912;1;1;human
288884968;False;10;8;1;1;bot
35916009;True;105389;757;1;1;human
278399214;False;102;0;1;1;bot
321390831;False;28;63;0;1;bot
205261048;False;50;0;0;1;bot
843798888481927168;False;0;0;1;1;human
2431387897;False;177;852;0;1;human
251136261;False;24;0;1;1;bot
188483855;False;9;0;1;1;bot
2253916442;False;403;994;1;1;human
1249904934;False;1381;1095;0;1;human
17828140;False;251;0;1;1;human
119802157;False;2494;2395;1;1;human
41421105;True;1096856;1536;1;1;human
236980532;True;1808775;224;1;1;human
713039970680881153;False;110;48;0;1;bot
4820306248;False;14;23;1;1;bot
39586129;False;1103;1720;1;1;bot
2590771538;False;10;0;1;1;bot
248252756;False;78;312;1;1;human
879710844325703680;False;4;44;0;1;bot
896153708991590400;False;0;0;1;1;human
146540920;True;1538905;2935;1;1;bot
420219280;False;1265;922;1;1;human
231999899;False;895;168;1;1;bot
298060189;False;1413;3358;1;1;human
781888610320678912;False;0;0;1;1;human
772262928795992064;False;2;0;1;1;human
403179950;True;1374873;832935;1;1;bot
24906161;False;807;689;1;1;human
877326428399779840;False;1;0;1;1;bot
262146488;False;288;439;1;1;human
369625532;False;1689;2229;1;1;human
842870779066945536;False;3;727;0;1;human
20449731;False;105;310;1;1;human
3266054594;False;899;444;1;1;human
37751238;False;316;220;1;1;human
877293082177306624;False;0;0;1;1;bot
18614747;True;138654;2344;1;1;human
2307656165;False;14645;7827;1;1;bot
5507572;False;1685;666;1;1;human
12585462;False;829;1865;1;1;human
177474041;False;593;941;1;1;human
25954814;True;3415949;798;1;1;human
787483152;False;1818;999;1;1;human
405015059;False;520347;109;0;1;human
4848093719;False;463;57;1;1;human
547097112;True;5196;468;1;1;human
467991054;False;18;0;0;1;bot
111938071;False;5;1;0;1;bot
20711964;True;54364;226;1;1;human
22284834;False;36;46;0;1;bot
3312192048;False;51;871;1;1;human
279185985;True;206294;458;1;1;human
906758731;True;2544;1984;1;1;human
2532837963;False;165;619;1;1;human
878447185;False;77789;90500;1;1;human
592972389;False;594;555;0;1;human
60820070;False;4;0;1;1;bot
42207855;True;2612269;0;1;1;human
72878707;False;649266;898;1;1;human
46926453;False;207;468;1;1;human
19925621;False;2237;1423;1;1;human
351799946;False;390;0;1;1;bot
3299871373;False;18;0;0;1;bot
790701621181292544;False;336;226;0;1;human
803570644843634688;False;6;76;1;1;bot
3077835414;False;655;602;1;1;human
124258971;True;4902555;26;1;1;human
19663518;False;8789;721;1;1;human
37489316;False;180;588;1;1;human
803356645950627841;False;0;0;1;1;human
15731377;False;242;649;1;1;human
132385468;True;41478966;24;1;1;human
772455418455007234;False;0;0;1;1;human
227019467;False;3;0;1;1;bot
413403853;False;818;491;1;1;human
44829395;False;103;168;1;1;human
175639254;False;4;28;0;1;bot
460279825;False;72461;10108;1;1;human
2337802973;False;93;1024;1;1;human
91491046;True;380;355;1;1;human
1516505838;False;2;25;0;1;bot
165153530;True;14280;687;1;1;human
279710472;True;24378;867;1;1;human
247991049;False;1273;765;1;1;human
226757393;False;57;411;1;1;human
71568164;False;123;603;1;1;human
805571370;False;132;154;0;1;human
630459182;False;564;1185;1;1;human
348654395;False;460;119;1;1;human
436996936;False;11;0;0;1;bot
61868891;False;117;0;1;1;human
73141088;False;85;128;1;1;bot
1219758966;False;1934;479;1;1;human
3300133759;False;134;383;1;1;human
715918219;False;18;346;0;1;bot
4849142669;False;8;21;1;1;bot
23595924;True;62501;3390;1;1;human
18353044;False;3919;925;1;1;human
393743257;False;479;487;1;1;human
310643621;False;10;88;0;1;bot
754373350676271104;False;365;208;1;1;human
265554862;True;2474426;206;1;1;human
2363231167;False;53173;6;0;1;bot
4384885696;False;10;38;0;1;bot
772428274702090240;False;0;0;1;1;human
1233652698;False;324;289;0;1;human
103025630;False;261;0;0;1;human
24906723;True;1370342;693;1;1;human
46664677;False;242;528;1;1;human
132385773;False;5;26;0;1;bot
875894126855802880;False;0;0;1;1;bot
34343928;True;203635;2264;1;1;human
18091004;True;2092901;513;1;1;bot
379325443;False;37;0;0;1;bot
790629380;False;756;415;1;1;human
38973772;False;42;210;0;1;human
250350611;False;3;0;0;1;human
2610433058;False;1197;1471;1;1;human
64228387;False;750;227;1;1;human
20974645;False;6796;6919;1;1;human
483396662;True;84406;430;1;1;human
342363193;False;1073472;8709;1;1;human
2718436417;False;103;110;1;1;human
2171079759;False;53;0;1;1;bot
1002441816;False;10;0;0;1;bot
114035804;True;1835470;460;1;1;human
769633309722763264;False;1013;33;1;1;human
875835223480557568;False;1;0;0;1;bot
2794720358;False;1535;239;1;1;human
53218408;False;377;536;1;1;human
19139694;False;30457;454;1;1;human
482610286;False;76;1681;0;1;human
2158759025;False;559;802;0;1;bot
3979873394;False;3;19;0;1;bot
14421107;False;111;521;1;1;human
538446976;False;636;949;1;1;human
2573208707;False;859;882;1;1;human
71225650;True;1368076;204;0;1;bot
153619589;True;3912094;507;1;1;human
711050934109876224;False;18;636;0;1;human
27528339;False;1898901;1043;1;1;human
784286171673145344;False;0;0;1;1;bot
2468088978;False;23;319;1;1;bot
556534934;False;25;34;0;1;bot
90967197;False;154;303;1;1;human
772293092900614145;False;1;0;1;1;human
231214259;False;1001;259;1;1;bot
3178499254;False;1828;1689;1;1;human
292555960;True;815909;397;1;1;human
1414794427;False;611;2011;1;1;human
299371708;False;31;68;1;1;human
94899391;False;9;0;0;1;bot
122162381;False;64;146;1;1;bot
28052685;False;14;88;0;1;bot
38538449;True;2952;401;1;1;human
2214071510;False;948;931;1;1;bot
637275359;False;280;1103;1;1;human
304352481;True;1289138;664;1;1;human
357567715;False;302;500;1;1;human
2458389740;False;1812;947;1;1;human
30412016;True;755557;240;1;1;human
2560101619;False;6561;44;1;1;human
1335364873;False;544;478;1;1;bot
109579534;True;358972;2061;1;1;human
323226897;False;88;0;1;1;bot
2992377108;False;9;55;1;1;bot
59247894;True;1482265;367;1;1;human
17304859;False;408;620;1;1;human
24382752;True;1303194;958;1;1;human
616303909;False;772;1106;1;1;bot
1548750122;False;738;677;1;1;bot
315886893;False;103;290;1;1;human
210242862;False;309;646;0;1;human
81530160;True;896181;785;1;1;human
149163313;False;18;0;0;1;bot
630197568;False;591;637;1;1;bot
772208410494459908;False;0;0;1;1;human
25693507;False;167;243;1;1;human
581438790;False;195;206;1;1;bot
703335756;False;8451;660;1;1;bot
2459700563;False;5;0;1;1;bot
365694298;False;20;61;0;1;bot
244845936;False;6;0;0;1;bot
3332902257;False;90;560;1;1;bot
1891896709;False;16;127;0;1;bot
2729708935;False;1396;1832;1;1;human
848039305;False;2999;3789;1;1;human
382995849;False;6;12;0;1;bot
298585488;False;34;0;1;1;bot
544738709;False;79;0;1;1;human
498863526;True;2436;1052;1;1;human
875803402613260289;False;0;0;0;1;bot
1181748655;False;5;0;1;1;bot
20450738;False;59;252;1;1;bot
7081402;True;69871;5422;1;1;human
376966590;False;221;350;1;1;human
3257929151;False;317;488;0;1;bot
796091152437018624;False;0;69;0;1;bot
159387080;False;10;61;0;1;bot
1252265444;False;19;0;0;1;bot
2565606889;False;254;268;1;1;human
102239729;False;59;79;0;1;bot
2329415154;False;170;179;1;1;human
1979190776;False;3388;41;1;1;bot
890648800095752192;False;0;0;1;1;human
544214527;False;66;972;0;1;bot
2818051585;False;146;746;1;1;human
823660038;False;2399;1244;1;1;human
267390486;False;93754;85437;1;1;human
177737258;True;4762;886;1;1;human
599264817;False;23;146;1;1;bot
4162850356;False;1;28;0;1;bot
3121352247;False;1766;789;1;1;human
266866249;False;167;384;1;1;human
42208855;True;128749;59572;1;1;bot
67636824;False;22;67;0;1;bot
21761627;True;449322;5041;1;1;human
479727198;True;752474;428;1;1;human
64753254;True;719135;1063;1;1;human
209456754;False;5103;37;1;1;human
31523146;False;92;33;1;1;human
189271687;False;1;0;1;1;bot
458755731;True;1339449;74;1;1;human
958334130827284481;False;40;319;1;1;human
58461854;False;15721;93;1;1;human
583012000;True;1120276;31;1;1;human
956829350;False;495;459;1;1;human
123997878;False;293;546;0;1;bot
24907451;True;2498;2494;1;1;human
15732429;False;2549;4978;1;1;human
40898254;True;72802;773;1;1;human
34868950;True;2000891;0;1;1;human
44306137;False;240;197;1;1;human
24383198;False;350;1775;1;1;human
3506959932;False;75;390;0;1;human
464260842;False;449;0;1;1;human
24645354;False;110387;47896;1;1;bot
78384881;True;1538280;580;1;1;human
949948733831110657;False;10;64;0;1;bot
1037140892337954822;False;11;10;1;1;human
50859813;True;1432452;1031;1;1;human
890673349818548224;False;0;0;1;1;human
272633657;True;1076;873;1;1;human
24907585;False;74;866;0;1;bot
23859014;False;456;443;1;1;human
42733384;False;574;1210;1;1;human
2919763790;False;1926;793;1;1;human
134745940;True;298889;226;1;1;human
61869915;False;3030;722;1;1;human
269225854;True;3430108;502;1;1;human
18091904;True;12752076;229;1;1;human
453513089;False;13;80;0;1;bot
164438347;False;2724;2638;1;1;human
1289228173;False;1747;1762;1;1;human
6819732;True;33384;10966;1;1;human
415764375;False;2;0;0;1;bot
324538274;False;461;293;1;1;human
88084392;False;9817;106;1;1;human
197660588;False;17;61;0;1;bot
22548403;True;2793744;750;0;1;human
19926982;False;77;335;1;1;human
966837667282513925;False;49;306;1;1;bot
139202541;False;9217;2037;1;1;bot
87035888;True;563609;952;1;1;human
709923207847874560;False;17;58;0;1;human
758382951532859393;False;51;432;1;1;human
928314603376742400;False;5;0;0;1;bot
790302681537449985;False;152;226;1;1;human
780929716173672452;False;7;25;1;1;bot
94900238;True;8637189;50;1;1;human
3017805851;False;184;129;0;1;bot
189009947;False;884;1500;1;1;human
2837712923;False;2070;2579;1;1;human
739774489;False;37;54;1;1;bot
137367585;False;49;22;1;1;bot
141299741;False;34;0;0;1;bot
1589907487;False;842;336;1;1;human
258478116;False;228;182;1;1;bot
55840808;False;9;0;1;1;human
877428455352217600;False;4;0;1;1;bot
294916156;False;537;0;1;1;bot
772475576779214848;False;5;0;1;1;human
772155842233831424;False;0;0;1;1;human
256643151;False;350;0;1;1;human
766226088515276800;False;46;9;1;1;human
4469821522;False;1137;4673;1;1;bot
805556194698006528;False;548;747;1;1;human
347607131;False;786;0;1;1;bot
2929725533;False;459;838;0;1;bot
36704352;True;3348989;489;1;1;human
20189287;False;7486;2461;1;1;human
1059852410;False;2397;2284;1;1;human
206049405;True;1692543;25;1;1;human
1006785817514250240;False;692;675;1;1;human
116134032;False;5;13;0;1;bot
790680;True;2647393;912;1;1;bot
423891097;False;122;343;1;1;human
513112719;False;84841;68464;1;1;bot
2258112673;False;373;99;0;1;human
353636529;False;126;0;1;1;human
406065351;False;851;338;1;1;human
80744646;False;68;7;1;1;human
46318078;True;173152;271;1;1;human
1360531694;False;80;0;0;1;human
56627441;True;1001788;297;1;1;human
634130682;False;305;214;1;1;human
193728764;False;75;375;1;1;human
2295337212;False;1415;2019;1;1;bot
920391689147244544;False;230;660;1;1;bot
3287027977;False;2;0;0;1;bot
240128281;False;26714;4501;1;1;human
39325978;True;2986802;413;0;1;human
113512735;True;3005500;281;1;1;human
1202983213;False;1585;2644;1;1;human
876868437498363904;False;0;0;0;1;bot
268439864;True;16924267;29;1;1;human
1118951206448181248;False;15;0;1;1;bot
2336493886;False;877;770;1;1;human
318924291;False;755;197;0;1;human
16257347;False;914;332;1;1;bot
423104853;False;17;166;1;1;bot
25956690;False;115;0;1;1;human
378278231;False;1070;1015;0;1;human
874379332579405826;False;13;52;1;1;bot
46928242;False;110;100;1;1;human
16519549;False;4;24;1;1;bot
466882955;True;1295279;70;1;1;human
3014398348;False;324;463;1;1;bot
41161102;False;120;24;1;1;bot
707903036941684736;False;0;0;1;1;bot
360714671;True;19712;2742;1;1;human
1069375476622344192;False;43;1;1;1;bot
790984;False;620;747;1;1;human
232526281;False;436;1710;0;1;bot
2305036753;False;564;632;1;1;human
3299611091;False;96;1;1;1;bot
1586237918;False;1202;321;1;1;bot
807670261;False;4;0;1;1;bot
382996982;False;15;60;0;1;bot
2675708408;False;40;165;1;1;human
1223430648;False;13;0;1;1;bot
22024720;True;3538;1110;1;1;human
786960912;False;1;20;1;1;bot
2267288083;False;779;0;1;1;human
84152857;True;9399;0;1;1;human
163582516;False;283437;310783;1;1;human
286790217;False;545;527;1;1;human
20451915;False;734;2401;1;1;human
722794248618188800;False;9;0;1;1;bot
327422553;False;999;2889;1;1;bot
545520971;False;14;108;0;1;bot
206049898;True;23697;909;1;1;human
327684727;True;46696;1426;1;1;human
635966074;False;37;264;1;1;human
88576304;False;116;214;1;1;human
388502138;False;1093;172;1;1;human
85725829;False;33447;341;1;1;human
39588492;False;281968;1381;1;1;human
114299539;False;1359;1148;1;1;human
78385842;True;293553;520;1;1;human
3246396084;False;136;249;1;1;human
111678148;True;1007;374;1;1;human
137630414;False;806543;4;1;1;human
299373263;True;1920015;224;1;1;human
3014136535;False;2487;509;1;1;human
81007322;False;933578;318;1;1;human
2171867880;False;1188;556;1;1;human
531632887;False;7;45;0;1;bot
532157179;False;655;757;1;1;human
3020165893;False;381;593;1;1;human
32248589;False;75;251;1;1;human
352064277;False;674;176;1;1;human
10228502;False;6;0;0;1;human
718050444191404032;False;28;614;1;1;human
885003066;False;33931;22509;1;1;human
227545922;True;6683;714;1;1;human
1162875732;False;453;0;1;1;bot
31462230;True;721656;330;1;1;human
1871975262;False;16645;2523;1;1;human
141300574;True;74302;1493;1;1;human
20714349;False;84;606;0;1;human
193205108;False;579326;476;0;1;human
448009084;False;1084;361;1;1;human
762698866407858176;False;132;0;1;1;human
127931276;False;29;66;1;1;human
3233551254;False;75;164;1;1;human
791449;False;1501;488;1;1;bot
1970279328;False;341;370;1;1;human
1862538146;False;21;157;0;1;bot
421532582;False;1411;1807;1;1;human
878449580;False;714;387;1;1;human
22549433;True;4700;703;1;1;human
27530178;True;163081;372;1;1;human
469504967;False;71;93;1;1;human
269489101;False;449;2113;1;1;human
27530219;False;18318;15247;1;1;human
3259503600;False;478;974;1;1;bot
4905513086;False;2;48;0;1;bot
2310280190;False;231;242;0;1;human
1219499012;False;62;0;0;1;bot
99881991;False;19;0;0;1;bot
38802447;True;3351497;4170;1;1;human
608703511;False;121;269;1;1;human
1028142835059417088;False;104;0;1;1;bot
23335967;True;18587;2874;1;1;human
824737191393779712;False;20;542;1;1;human
605819946;False;575;329;1;1;human
358880317;True;2504;802;1;1;human
4112258113;False;14;40;1;1;bot
437523529;False;142624;118717;1;1;bot
406590542;False;884;0;1;1;bot
339219535;False;340;527;1;1;human
895400182111719424;False;2;0;1;1;human
618665044;False;1593;0;1;1;human
70784114;False;2009;1988;1;1;human
236197005;False;7011;4869;1;1;bot
28054681;True;1223701;2341;1;1;human
42472602;True;8379;3113;1;1;human
3349157019;False;950;365;1;1;human
1042814112;False;1358;233;1;1;human
243799204;False;881;3100;1;1;human
393483438;False;1226;397;1;1;bot
4733801655;False;422;1;1;1;bot
4761064634;False;141137;70411;1;1;human
537662656;False;330;332;1;1;bot
1476400334;False;18;149;1;1;bot
37229778;False;22572;1601;1;1;human
831720146091716608;False;2052;8;1;1;bot
1293948120;False;1080;918;0;1;human
247469280;False;681;185;1;1;human
480777445;False;350;670;0;1;human
393483500;False;22;152;0;1;bot
1599608046;True;7399831;30;1;1;human
563090687;False;105;201;0;1;bot
416814339;True;1770014;330;1;1;human
