id,screen_name,verified,followers_count,friends_count,description,profile_image_url
63203171061,marymiller2784,False,1,293,0,1
63194324106,rachelstephens1693,False,0,294,0,1
63064320377,maebaker6744,False,1,293,0,1
63394697773,toro.timothy,False,3,292,0,1
